10    1.82940    6.50393    0.09763    0.17349    7.78967   16.59525    2.77028    3.06064
20    4.20974   19.75112    0.09921    0.17329   20.09639   52.86250    5.74730    6.44664
30    6.58914   33.28147    0.10232    0.18894   32.43075   89.77553    8.70718   10.05481
40    8.76739   41.69231    0.09614    0.17987   42.81216  111.43543   11.79829   13.66061
50   10.80786   49.38094    0.09205    0.16689   52.76925  131.06797   14.59764   16.88283
60   12.78380   57.59186    0.09766    0.17543   63.79464  152.01788   16.73686   20.06352
70   14.77705   67.90719    0.09706    0.18755   76.60466  179.26499   18.23159   22.37411
80   16.85662   78.33379    0.09312    0.16465   88.92149  206.54497   20.21658   26.06859
90   19.46080   91.52596    0.08948    0.15192  102.28947  241.84551   23.52227   30.57273
100   22.31841  101.81924    0.05359    0.09813  114.73802  267.53528   28.09903   37.24435
