1 : -.8031414264683 eV
2 : -.6107414264683 eV
3 : -.9616414264683 eV
4 : -1.0996414264683 eV
5 : -.9009414264683 eV
6 : -.8394414264683 eV
7 : -.9129414264683 eV
8 : -.7839414264683 eV
9 : -.8561414264683 eV
10 : -.9322414264683 eV
11 : -.8657414264683 eV
12 : -.8577414264683 eV
13 : -.8445414264683 eV
14 : -.7186414264683 eV
15 : -.6588414264683 eV
16 : -.6158414264683 eV
17 : -.8984414264683 eV
18 : -.9017414264683 eV
19 : -.8191414264683 eV
20 : -.8737414264683 eV
21 : -1.0100414264683 eV
22 : -.7434414264683 eV
23 : -.8799414264683 eV
24 : -.8293414264683 eV
25 : -.9116414264683 eV
26 : -.8922414264683 eV
27 : -.9924414264683 eV
28 : -.6543414264683 eV
29 : -.6591414264683 eV
30 : -.8999414264683 eV
31 : -.9049414264683 eV
32 : -.7918414264683 eV
33 : -.9467414264683 eV
34 : -.8944414264683 eV
35 : -.9050414264683 eV
36 : -.8940414264683 eV
37 : -.7355414264683 eV
38 : -.7280414264683 eV
39 : -.8217414264683 eV
40 : -.9894414264683 eV
41 : -.4682414264683 eV
42 : -.7016414264683 eV
43 : -.9863414264683 eV
44 : -.9776414264683 eV
45 : -.9433414264683 eV
46 : -.8751414264683 eV
47 : -.4629414264683 eV
48 : -1.0055414264683 eV
49 : -.9350414264683 eV
50 : -.8920414264683 eV
51 : -.8546414264683 eV
52 : -.8314414264683 eV
53 : -.8096414264683 eV
54 : -.8966414264683 eV
55 : -.9735414264683 eV
56 : -.8299414264683 eV
57 : -.8604414264683 eV
58 : -.9034414264683 eV
59 : -1.0732414264683 eV
60 : -.4990414264683 eV
61 : -.8943414264683 eV
62 : -.8881414264683 eV
63 : -.8955414264683 eV
64 : -.9169414264683 eV
65 : -.9229414264683 eV
66 : -.4635414264683 eV
67 : -.9749414264683 eV
68 : -.8716414264683 eV
69 : -.9471414264683 eV
70 : -.6237414264683 eV
71 : -.9813414264683 eV
72 : -.8410414264683 eV
73 : -.9005414264683 eV
74 : -.8036414264683 eV
75 : -.8650414264683 eV
76 : -.8987414264683 eV
77 : -.9036414264683 eV
78 : -.8522414264683 eV
79 : -.7649414264683 eV
80 : -.9215414264683 eV
81 : -.8456414264683 eV
82 : -.8644414264683 eV
83 : -.9854414264683 eV
84 : -.9514414264683 eV
85 : -.9876414264683 eV
86 : -.9030414264683 eV
87 : -.8350414264683 eV
88 : -.8450414264683 eV
89 : -1.0151414264683 eV
90 : -.5075414264683 eV
91 : -.8845414264683 eV
92 : -.7241414264683 eV
93 : -.8714414264683 eV
94 : -.8763414264683 eV
95 : -.8555414264683 eV
96 : -.8458414264683 eV
97 : -.9271414264683 eV
98 : -.4547414264683 eV
99 : -.7876414264683 eV
100 : -.9524414264683 eV
