10    2.26466    7.23597    0.10510    0.25770   10.10660   17.75815    3.27422    3.60449
20    5.10480   19.60345    0.11259    0.31300   25.38597   50.06812    6.57738    7.64175
30    8.04997   33.88876    0.11377    0.41697   42.50176   87.97417    9.50674   10.90463
40   11.00750   50.34374    0.13360    0.52232   61.12062  132.38506   11.84014   13.09280
50   14.13971   65.36914    0.15375    0.55985   81.30339  171.44247   14.12729   15.78653
60   17.10022   77.53187    0.15153    0.61662  101.18339  201.44501   16.00844   18.53824
70   20.16394   89.03048    0.17441    0.68600  120.89702  229.34237   18.25062   21.11746
80   23.27897   99.52162    0.17908    0.71064  138.77229  254.65188   21.43344   24.07699
90   27.08530  112.01127    0.15616    0.70620  157.73554  285.61132   26.52915   28.34651
100   27.83127  111.80123    0.13252    0.61875  157.78909  284.63557   29.02975   29.33558
