    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
      49        -729.6712        3528.0932         535.2860         849.7676        1318.8037        -562.7133           1.8304          16.3604         -16.2947
      50        -729.6713        3528.0932         544.7938         861.8123        1326.8353        -554.2662          -7.8782          24.8164         -26.3332
      51        -729.6715        3528.0932         550.0120         868.4304        1331.2135        -549.6079         -13.1230          29.4843         -31.8539
      52        -729.6718        3528.0932         549.5550         867.9280        1330.8235        -550.0864         -12.4745          29.1154         -31.3423
      53        -729.6725        3528.0932         542.5256         859.1541        1325.0211        -556.5985          -5.0839          22.9028         -23.7198
      54        -729.6732        3528.0932         529.0379         842.2139        1314.1490        -569.2490           8.8147          11.0157          -9.0852
      55        -729.6740        3528.0932         511.6909         820.3269        1300.5868        -585.8408          26.4439          -4.2669           9.9448
      56        -729.6746        3528.0932         497.3185         802.1744        1289.9170        -600.1357          40.7973         -16.8563          25.9928
      57        -729.6754        3528.0932         492.5379         796.1792        1287.2096        -605.7748          45.3217         -20.9687          31.7126
      58        -729.6768        3528.0932         500.9601         807.0148        1294.6705        -598.8051          36.7390         -13.4836          22.8191
      59        -729.6783        3528.0932         520.8044         832.5277        1310.1787        -580.2933          17.2603           3.9437           0.8112
      60        -729.6799        3528.0932         537.2363         853.9341        1322.3998        -564.6253           1.4856          18.3611         -17.9604
      61        -729.6820        3528.0932         532.2494         848.1926        1319.5649        -571.0094           5.8605          14.5849         -12.5933
      62        -729.6846        3528.0932         506.5618         815.9731        1304.5941        -600.8820          28.1420          -6.0673          17.3977
      63        -729.6876        3528.0932         495.0339         802.0681        1300.1981        -617.1644          36.3923         -13.9179          31.2728
      64        -729.6915        3528.0932         516.1296         830.3915        1313.7247        -595.7274          17.1721           5.1791           5.1072
      65        -729.6959        3528.0932         529.1781         848.3391        1321.4712        -582.2760           5.9838          17.2711         -12.1877
      66        -729.7013        3528.0932         490.0741         799.7440        1308.7964        -638.3182          31.6063          -8.1964          37.9681
      67        -729.7080        3528.0932         500.1160         814.5514        1315.6478        -629.8514          21.7622           3.4836          23.8207
      68        -729.7158        3528.0932         516.5392         836.9090        1322.1367        -609.4279          10.4031          17.6406          -0.3966
      69        -729.7232        3528.0932         428.4635         732.9847        1315.9120        -763.5063          39.6329         -16.9695         123.0726
      70        -729.7314        3528.0932         579.2857         909.3366        1326.0717        -497.5511          -0.9414          36.7294         -96.1073
      71        -729.7362        3528.0932         483.2235         800.5758        1324.4434        -675.3487          17.2022          11.7736          43.0950
      72        -729.7336        3528.0932         400.8944         707.6212        1323.7094        -828.6475          31.7266          -8.6184         162.7856
      73        -729.7350        3528.0932         418.1001         727.1049        1323.8889        -796.6936          28.5916          -4.3015         137.7699
      74        -729.7367        3528.0932         449.4953         762.5477        1324.2128        -738.2747          22.9032           3.5518          92.0522
      75        -729.7373        3528.0932         488.7889         806.8349        1324.6351        -665.1031          15.9288          13.1857          34.9378
      76        -729.7374        3528.0932         488.3439         806.3480        1324.6443        -665.9604          16.0042          13.0855          35.6204
      77        -729.7374        3528.0932         487.3939         805.2881        1324.6208        -667.7272          16.1576          12.8577          36.9666
      78        -729.7375        3528.0932         486.0559         803.8056        1324.5686        -670.2067          16.3641          12.5609          38.8465
      79        -729.7375        3528.0932         484.4447         802.0052        1324.5585        -673.2294          16.6239          12.2153          41.1719
      80        -729.7377        3528.0932         482.6441         800.0165        1324.5352        -676.6195          16.8872          11.8246          43.7491
      81        -729.7378        3528.0932         480.8045         797.9410        1324.5040        -680.0314          17.1396          11.4200          46.3416
      82        -729.7379        3528.0932         479.0813         796.0236        1324.4667        -683.2462          17.3744          11.0837          48.7566
      83        -729.7380        3528.0932         477.5127         794.3135        1324.4384        -686.2140          17.5784          10.7979          51.0053
      84        -729.7383        3528.0932         476.2608         792.9717        1324.4170        -688.6062          17.7052          10.5837          52.7398
      85        -729.7386        3528.0932         475.5602         792.2629        1324.3630        -689.9456          17.7000          10.5236          53.6425
      86        -729.7389        3528.0932         475.6497         792.4376        1324.3398        -689.8281          17.5742          10.6881          53.3927
      87        -729.7394        3528.0932         476.5487         793.5259        1324.2877        -688.1672          17.2771          11.0491          51.9886
      88        -729.7398        3528.0932         477.9958         795.2220        1324.2554        -685.4899          16.9121          11.5368          49.7048
      89        -729.7405        3528.0932         479.3336         796.8243        1324.1909        -683.0143          16.5571          12.0266          47.5768
      90        -729.7412        3528.0932         479.5767         797.2134        1324.1256        -682.6091          16.3608          12.2794          47.0444
      91        -729.7422        3528.0932         477.7884         795.3827        1324.0488        -686.0663          16.4150          12.1918          49.4408
      92        -729.7434        3528.0932         473.9945         791.4187        1324.0356        -693.4706          16.6660          11.8195          54.7979
      93        -729.7449        3528.0932         469.8455         786.9224        1324.0530        -701.4389          16.8183          11.6536          60.6935
      94        -729.7468        3528.0932         467.6878         784.4950        1324.0925        -705.5239          16.7065          12.0142          63.8520
      95        -729.7490        3528.0932         467.8874         784.5021        1324.0713        -704.9110          16.4520          12.7127          63.6107
      96        -729.7518        3528.0932         466.6399         782.8920        1323.9869        -706.9592          16.3714          13.1015          65.2151
      97        -729.7552        3528.0932         459.5181         775.1036        1324.0282        -720.5776          16.4219          13.0526          75.1749
      98        -729.7595        3528.0932         450.2905         765.0982        1323.9998        -738.2263          16.4601          13.0423          87.9095
      99        -729.7648        3528.0932         445.4105         758.8528        1323.4753        -746.0967          17.0667          12.4349          94.0253
     100        -729.7716        3528.0932         434.1084         745.6793        1322.4946        -765.8486          18.1864          11.2277         108.9436
     101        -729.7803        3528.0932         413.2420         722.6369        1320.8518        -803.7628          19.5271          10.2002         136.8556
     102        -729.7918        3528.0932         401.1895         704.4527        1317.4880        -818.3721          25.6849           2.9784         151.7969
     103        -729.8074        3528.0932         358.0303         658.2541        1311.5527        -895.7159          27.5764           2.6258         207.2013
     104        -729.8278        3528.0932         382.8835         658.8207        1307.1021        -817.2723          54.0211         -35.9346         173.8118
     105        -729.8450        3528.0932         245.0975         562.6039        1278.9532       -1106.2645           6.6904          44.0965         333.6621
     106        -729.7778        3528.0932         856.4502         953.2983        1382.4357         233.6167         239.6280        -371.0997        -393.6779
     107        -729.8448        3528.0932         239.3658         595.3815        1262.2438       -1139.5277         -37.3049         105.4940         317.1354
     108        -729.8564        3528.0932         288.5361         624.1389        1273.1152       -1031.6458         -15.7858          67.2676         262.1749
     109        -729.8688        3528.0932         381.9947         680.3918        1293.0470        -827.4548          23.3946          -2.6383         156.1666
     110        -729.8688        3528.0932         502.5013         756.3366        1316.9982        -565.8309          70.4552         -87.1374          16.3628
     111        -729.8693        3528.0932         497.2130         753.4147        1315.8131        -577.5886          67.9251         -82.8110          22.1865
     112        -729.8701        3528.0932         487.1551         747.8467        1313.5369        -599.9182          63.1477         -74.5910          33.2416
     113        -729.8710        3528.0932         473.4176         740.3370        1310.4714        -630.5557          56.4586         -63.1969          48.3522
     114        -729.8718        3528.0932         457.4023         731.7360        1306.8932        -666.4224          48.4829         -49.7176          65.8976
     115        -729.8723        3528.0932         440.9958         723.2192        1303.2662        -703.4980          39.9059         -35.4894          83.7627
     116        -729.8726        3528.0932         426.6440         716.2271        1300.1377        -736.4326          31.7921         -22.3981          99.2226
     117        -729.8727        3528.0932         416.3448         711.9005        1297.9426        -760.8087          25.0602         -12.0587         110.0245
     118        -729.8729        3528.0932         410.4848         710.6024        1296.8098        -775.9578          19.7333          -4.5661         115.8411
     119        -729.8735        3528.0932         410.4128         713.1568        1296.9709        -778.8892          16.3888          -0.9463         115.0460
     120        -729.8745        3528.0932         417.2678         720.3408        1298.6735        -767.2108          15.4739          -1.9611         106.3999
     121        -729.8757        3528.0932         431.5474         732.5062        1301.9045        -739.7684          17.1527          -7.8952          89.2248
     122        -729.8770        3528.0932         451.9986         748.9926        1306.3485        -699.3453          20.8535         -17.6717          64.7716
     123        -729.8780        3528.0932         472.7405         766.1440        1310.8024        -658.7248          24.3239         -27.2551          39.8387
     124        -729.8792        3528.0932         483.8960         777.1602        1313.4189        -638.8912          24.2378         -30.4770          25.9288
     125        -729.8809        3528.0932         478.9548         777.1318        1313.2841        -653.5513          18.8382         -24.1354          31.1015
     126        -729.8829        3528.0932         458.2807         765.4084        1310.6471        -701.2133           9.3439          -9.8954          55.4474
     127        -729.8845        3528.0932         436.8588         751.5182        1307.6250        -748.5667           2.3795           1.7434          81.4632
     128        -729.8865        3528.0932         435.6198         750.6769        1307.0333        -750.8508           4.5431          -0.4714          83.5397
     129        -729.8887        3528.0932         459.8606         768.3801        1309.2942        -698.0925          15.2986         -16.5697          54.1943
     130        -729.8904        3528.0932         482.5730         786.6266        1312.8788        -651.7864          22.5082         -29.0687          26.6851
     131        -729.8923        3528.0932         468.4426         778.4834        1315.8279        -688.9833          15.1753         -21.5795          46.9024
     132        -729.8932        3528.0932         454.2207         775.0817        1323.1451        -735.5648          -0.6548          -6.7142          69.6465
     133        -729.8943        3528.0932         499.7064         823.1484        1335.2194        -659.2485          -6.7222          -9.8615          13.8254
     134        -729.8945        3528.0932         539.1113         867.9329        1347.6295        -598.2288         -17.7067          -5.9354         -33.9783
     135        -729.8947        3528.0932         530.3555         860.5209        1347.4922        -616.9465         -19.4867          -3.2266         -21.4976
     136        -729.8948        3528.0932         517.3713         849.4486        1347.2726        -644.6074         -22.0982           0.7205          -2.9532
     137        -729.8948        3528.0932         508.0504         841.2987        1347.0383        -664.1855         -23.7382           3.2945          10.4625
     138        -729.8948        3528.0932         509.5145         842.4767        1347.0249        -660.9579         -23.3518           2.7331           8.3767
     139        -729.8949        3528.0932         512.2769         844.6220        1347.0023        -654.7935         -22.6021           1.7119           4.4647
     140        -729.8949        3528.0932         515.9716         847.5436        1346.9362        -646.5648         -21.6159           0.2734          -0.7865
     141        -729.8950        3528.0932         520.0671         850.7487        1346.8668        -637.4140         -20.4815          -1.2938          -6.6141
     142        -729.8950        3528.0932         523.7673         853.6055        1346.7076        -629.0113         -19.3680          -2.7549         -11.9164
     143        -729.8951        3528.0932         526.3848         855.5604        1346.4911        -622.8971         -18.4918          -3.8862         -15.6910
     144        -729.8951        3528.0932         527.5286         856.3085        1346.2134        -619.9360         -17.9120          -4.5203         -17.4121
     145        -729.8951        3528.0932         526.9725         855.6316        1345.8313        -620.5454         -17.7066          -4.5638         -16.7867
     146        -729.8953        3528.0932         524.4579         853.3058        1345.4067        -625.3387         -17.9485          -3.9189         -13.4743
     147        -729.8954        3528.0932         520.2720         849.6022        1344.9142        -633.7002         -18.6587          -2.6601          -7.8592
     148        -729.8955        3528.0932         515.7236         845.6161        1344.4139        -642.8593         -19.5384          -1.2512          -1.7926
     149        -729.8957        3528.0932         513.0974         843.1769        1344.0470        -647.9316         -20.1096          -0.4520           1.5316
     150        -729.8959        3528.0932         514.0178         843.6265        1343.8173        -645.3906         -19.9646          -0.9327          -0.1699
     151        -729.8961        3528.0932         518.5176         846.9802        1343.6292        -635.0566         -19.0053          -2.7726          -7.0235
     152        -729.8963        3528.0932         522.9328         850.3120        1343.2686        -624.7822         -18.0114          -4.5043         -13.9821
     153        -729.8966        3528.0932         521.8047         849.2753        1342.4478        -626.3091         -18.2995          -4.0233         -13.6335
     154        -729.8969        3528.0932         514.9233         843.7354        1341.2623        -640.2277         -20.1646          -1.0928          -5.5955
     155        -729.8972        3528.0932         512.0814         841.2825        1340.5544        -645.5928         -21.1315           0.0967          -3.1017
     156        -729.8977        3528.0932         517.6347         845.3009        1340.5447        -632.9415         -19.7109          -2.7088         -12.1201
     157        -729.8981        3528.0932         516.4626         844.2311        1339.7344        -634.5777         -19.3678          -3.0704         -12.2304
     158        -729.8986        3528.0932         505.3799         835.2862        1337.6814        -656.8278         -21.2651           0.7764           0.6659
     159        -729.8992        3528.0932         511.7545         839.4532        1337.5361        -641.7257         -18.5234          -4.0196          -9.4794
     160        -729.9000        3528.0932         503.3182         834.1237        1337.2040        -661.3730         -21.2219          -1.2119           1.3325
     161        -729.9009        3528.0932         506.9937         836.2161        1338.8473        -654.0822         -22.1080          -3.9842          -4.0717
     162        -729.9020        3528.0932         492.4937         835.1541        1337.3224        -694.9953         -29.0041           5.6753          18.0674
     163        -729.9025        3528.0932         540.2380         845.5150        1352.5470        -577.3480         -23.8975         -25.3173         -48.5836
     164        -729.9035        3528.0932         497.1046         840.9705        1341.3925        -691.0494         -33.8448           4.9313          15.1027
     165        -729.9035        3528.0932         498.8638         840.9482        1341.9526        -686.3095         -33.4814           3.5647          12.5338
     166        -729.9036        3528.0932         501.8979         841.0076        1342.9327        -678.2468         -32.8678           1.2163           8.0821
     167        -729.9036        3528.0932         505.2764         841.2514        1344.0393        -669.4617         -32.2442          -1.2432           3.2730
     168        -729.9037        3528.0932         507.8035         841.7567        1344.8782        -663.2244         -31.9374          -2.8718          -0.1256
     169        -729.9037        3528.0932         508.7238         842.5566        1345.2406        -661.6258         -32.0999          -3.0951          -1.0311
     170        -729.9037        3528.0932         507.9411         843.4579        1345.1254        -664.7600         -32.8009          -1.9200           0.6504
     171        -729.9038        3528.0932         505.9940         844.3074        1344.7041        -671.0293         -33.8258           0.1434           4.0504
     172        -729.9039        3528.0932         503.7921         844.9874        1344.3345        -677.9455         -35.0707           2.3287           7.7627
     173        -729.9041        3528.0932         503.0834         845.4238        1344.5383        -680.7119         -36.1230           3.1832           9.1434
     174        -729.9042        3528.0932         505.0031         845.7760        1345.5082        -676.2749         -36.6338           1.9125           6.4270
     175        -729.9044        3528.0932         509.0379         846.8816        1346.9249        -666.6929         -36.7645          -0.5998           0.7508
     176        -729.9046        3528.0932         511.5702         849.2147        1347.6921        -662.1962         -37.4641          -1.2867          -2.1979
     177        -729.9048        3528.0932         510.0365         851.8603        1347.4489        -669.1994         -39.3230           1.4329           1.2519
     178        -729.9052        3528.0932         508.1498         853.0753        1347.9333        -676.5592         -41.5824           3.6557           5.0076
     179        -729.9055        3528.0932         512.5230         854.6105        1350.3910        -667.4325         -42.6115           0.9411          -0.5810
     180        -729.9061        3528.0932         516.5878         859.6750        1351.8008        -661.7123         -43.8924           0.1786          -4.9416
     181        -729.9067        3528.0932         511.5042         860.9985        1351.5107        -677.9965         -47.5832           4.7030           3.4017
     182        -729.9075        3528.0932         518.6902         861.9296        1355.0511        -660.9099         -48.3308          -0.9206          -6.8019
     183        -729.9083        3528.0932         514.1985         872.9711        1353.7939        -684.1694         -52.8031           8.0086           4.4579
     184        -729.9094        3528.0932         525.7337         851.4758        1365.0425        -639.3172         -52.5722         -12.8190         -18.1368
     185        -729.9097        3528.0932         501.9998         933.3518        1340.9219        -768.2744         -63.7680          47.6830          42.8590
     186        -729.9109        3528.0932         519.4572         866.0229        1362.7821        -670.4335         -58.6190          -0.0899          -3.0451
     187        -729.9109        3528.0932         519.5391         868.0015        1362.2729        -671.6570         -58.5622           0.6615          -2.6145
     188        -729.9109        3528.0932         519.7626         871.4438        1361.5195        -673.6755         -58.4631           1.9733          -1.8725
     189        -729.9110        3528.0932         520.0410         875.2144        1360.7548        -675.8463         -58.3561           3.3760          -1.0384
     190        -729.9110        3528.0932         520.4040         878.1760        1360.3381        -677.3022         -58.3258           4.4200          -0.4401
     191        -729.9110        3528.0932         520.7172         879.1941        1360.5066        -677.5491         -58.4077           4.7045          -0.2330
     192        -729.9111        3528.0932         520.9986         878.1930        1361.2885        -676.4856         -58.6726           4.1801          -0.5149
     193        -729.9111        3528.0932         521.1956         875.6597        1362.4404        -674.5135         -59.0260           3.0810          -1.0994
     194        -729.9113        3528.0932         521.2590         872.5455        1363.6677        -672.4362         -59.4462           1.8243          -1.7175
     195        -729.9114        3528.0932         521.2404         870.8146        1364.3995        -671.4929         -59.8584           1.2538          -2.0151
     196        -729.9116        3528.0932         521.0711         872.0734        1364.0037        -672.8637         -60.1517           1.9607          -1.5841
     197        -729.9117        3528.0932         520.8456         875.8229        1362.7573        -676.0433         -60.3478           3.5843          -0.5147
     198        -729.9120        3528.0932         520.7018         878.0116        1362.1411        -678.0474         -60.6646           4.4526           0.1732
     199        -729.9122        3528.0932         520.7830         875.3229        1363.4534        -676.4275         -61.3235           3.2574          -0.2999
     200        -729.9126        3528.0932         521.1923         871.9330        1365.6652        -674.0211         -62.2458           1.8199          -0.9518
     201        -729.9130        3528.0932         521.7930         876.1179        1365.8885        -676.6273         -63.0335           3.4502           0.1533
     202        -729.9135        3528.0932         522.2141         880.8063        1365.5996        -679.7635         -63.7481           4.9382           1.2400
     203        -729.9142        3528.0932         522.3463         874.3789        1368.7429        -676.0830         -65.3389           1.9878          -0.1632
     204        -729.9149        3528.0932         522.6635         882.5628        1368.1881        -682.7605         -67.0621           5.5812           1.7435
     205        -729.9160        3528.0932         523.5939         876.6462        1371.9677        -677.8319         -68.8748           1.1517          -0.2202
     206        -729.9171        3528.0932         525.3260         897.6309        1372.0554        -693.7084         -72.4557          11.8292           4.0672
     207        -729.9181        3528.0932         525.9841         841.9611        1384.3059        -648.3146         -73.1268         -21.8117          -9.9829
     208        -729.9163        3528.0932         530.3066        1040.0477        1356.2603        -805.3881         -83.6466          85.8656          34.2623
     209        -729.9200        3528.0932         526.8743         860.8071        1386.8243        -667.0085         -80.1680          -8.4934          -4.2842
     210        -729.9202        3528.0932         527.2039         869.6642        1384.9913        -673.0438         -79.8519          -4.7233          -2.9539
     211        -729.9202        3528.0932         527.8740         884.8764        1381.9646        -683.2192         -79.3194           1.6724          -0.7001
     212        -729.9203        3528.0932         528.8167         901.3637        1378.9360        -693.8499         -78.7837           8.4253           1.6833
     213        -729.9203        3528.0932         528.8450         900.6854        1379.1483        -693.2989         -78.8092           8.1145           1.5732
     214        -729.9203        3528.0932         528.9289         899.4406        1379.5726        -692.2266         -78.9041           7.4960           1.3433
     215        -729.9203        3528.0932         528.9973         897.5770        1380.1808        -690.7659         -79.0032           6.6521           1.0362
     216        -729.9203        3528.0932         529.1174         895.4499        1380.8839        -688.9814         -79.1496           5.6326           0.6666
     217        -729.9203        3528.0932         529.2817         893.2341        1381.6782        -687.0671         -79.3195           4.5464           0.2692
     218        -729.9203        3528.0932         529.4417         891.1656        1382.4268        -685.2671         -79.4675           3.5433          -0.1270
     219        -729.9203        3528.0932         529.6287         889.4467        1383.1237        -683.6843         -79.6080           2.7148          -0.4623
     220        -729.9204        3528.0932         529.8670         888.3390        1383.7538        -682.4918         -79.7663           2.1030          -0.7082
     221        -729.9204        3528.0932         530.0923         888.0111        1384.1780        -681.9120         -79.8999           1.8727          -0.8083
     222        -729.9205        3528.0932         530.3421         888.8603        1384.3522        -682.1861         -80.0231           2.1235          -0.7739
     223        -729.9205        3528.0932         530.6296         890.9545        1384.2644        -683.3300         -80.1037           2.9343          -0.5424
     224        -729.9205        3528.0932         530.8833         893.9412        1383.9297        -685.2209         -80.2069           4.1428          -0.1890
     225        -729.9207        3528.0932         531.1155         896.9849        1383.5741        -687.2123         -80.3532           5.3752           0.1743
     226        -729.9208        3528.0932         531.2883         898.7158        1383.4705        -688.3213         -80.5746           6.0062           0.3278
     227        -729.9209        3528.0932         531.4011         898.0793        1383.9124        -687.7886         -80.9483           5.5929           0.1045
     228        -729.9210        3528.0932         531.4793         895.1578        1384.9492        -685.6691         -81.4700           4.1506          -0.5120
     229        -729.9212        3528.0932         531.5914         892.3761        1386.0538        -683.6558         -82.0832           2.7303          -1.1320
     230        -729.9214        3528.0932         531.8459         893.1136        1386.4813        -684.0574         -82.6316           2.8264          -1.2501
     231        -729.9218        3528.0932         532.3258         897.9734        1386.2528        -687.2487         -83.1233           4.6260          -0.7366
     232        -729.9221        3528.0932         533.1355         901.7457        1386.6737        -689.0130         -83.7731           5.6004          -0.4474
     233        -729.9224        3528.0932         534.1113         899.4332        1388.8914        -685.9907         -84.8186           3.7322          -1.1897
     234        -729.9229        3528.0932         535.0668         898.4775        1390.9327        -684.2097         -86.0541           2.5193          -1.7961
     235        -729.9236        3528.0932         535.9327         906.5312        1390.7751        -689.5082         -87.1814           5.1631          -0.9887
     236        -729.9243        3528.0932         536.8411         904.9652        1393.2996        -687.7412         -88.9081           3.3350          -1.7352
     237        -729.9252        3528.0932         538.2099         906.2590        1396.3553        -687.9847         -91.0364           2.7701          -2.1034
     238        -729.9263        3528.0932         540.2651         917.1286        1397.8655        -694.1990         -93.0258           5.8579          -0.9458
     239        -729.9275        3528.0932         541.9899         896.0653        1407.9540        -678.0494         -96.8003          -5.1399          -5.2920
     240        -729.9286        3528.0932         544.4960         983.5919        1391.5443        -741.6481         -96.8187          31.9148           9.5121
     241        -729.9249        3528.0932         546.3143         715.9152        1462.8147        -539.7872        -108.6612         -92.3486         -38.2385
     242        -729.9305        3528.0932         543.8557         964.0186        1403.3314        -735.7832        -103.1198          27.6752           8.1036
     243        -729.9307        3528.0932         544.1665         951.0363        1406.0195        -724.5564        -102.9744          20.2271           5.2023
     244        -729.9309        3528.0932         544.8526         929.3060        1410.6644        -705.4125        -102.6463           7.5174           0.3013
     245        -729.9308        3528.0932         545.9998         906.6833        1415.8737        -684.5577        -102.2216          -6.1817          -5.0609
     246        -729.9309        3528.0932         546.0203         907.9427        1415.6956        -685.5773        -102.2437          -5.4993          -4.7782
     247        -729.9309        3528.0932         546.0942         910.4567        1415.3574        -687.5316        -102.2786          -4.1423          -4.2706
     248        -729.9309        3528.0932         546.1855         913.9219        1414.8767        -690.2421        -102.3201          -2.2627          -3.5493
     249        -729.9309        3528.0932         546.3470         918.1281        1414.3618        -693.4488        -102.3864          -0.0151          -2.7119
     250        -729.9310        3528.0932         546.4966         922.5366        1413.8005        -696.8473        -102.4637           2.3680          -1.7925
     251        -729.9310        3528.0932         546.7120         926.7355        1413.3575        -699.9572        -102.5407           4.5869          -0.9571
     252        -729.9310        3528.0932         546.9285         930.1780        1413.0463        -702.4387        -102.6247           6.3723          -0.2687
     253        -729.9310        3528.0932         547.1518         932.5620        1412.9854        -704.0919        -102.7093           7.5897           0.1989
     254        -729.9310        3528.0932         547.3943         933.4708        1413.2268        -704.5145        -102.7903           8.0113           0.3626
     255        -729.9311        3528.0932         547.6516         932.5151        1413.8154        -703.3758        -102.8531           7.3610           0.1198
     256        -729.9312        3528.0932         547.8790         929.4838        1414.7739        -700.6208        -102.9202           5.5765          -0.5395
     257        -729.9312        3528.0932         548.0525         924.8854        1415.9774        -696.7053        -102.9824           2.9631          -1.5455
     258        -729.9313        3528.0932         548.1442         920.3262        1417.0779        -692.9715        -103.0272           0.3529          -2.5278
     259        -729.9313        3528.0932         548.1646         918.1349        1417.6820        -691.3231        -103.1073          -0.9401          -3.0575
