,gas,label,index,energy
492,CoCl2,bareSurface,3,-1.1893513926459
493,CoCl2,bareSurface,4,-0.7697513926459
494,CoCl2,bareSurface,5,-0.7032513926459
495,CoCl2,bareSurface,6,-1.0191513926459
496,CoCl2,bareSurface,7,-0.7840513926459
497,CoCl2,bareSurface,8,-1.2070513926459
498,CoCl2,bareSurface,9,-1.1860513926459
499,CoCl2,bareSurface,mean,-0.9820413926459001
500,CoCl2,bareSurface,min,-1.2250513926459
501,CoCl2,bareSurface,max,-0.7032513926459
502,CoCl2,bareSurface,range,0.5217999999999999
503,COF2,ADDIonADDI,0,-0.3972197800584
504,COF2,ADDIonADDI,1,-0.3134197800584
505,COF2,ADDIonADDI,2,-0.3321197800584
506,COF2,ADDIonADDI,3,-0.3985197800584
507,COF2,ADDIonADDI,4,-0.4189197800584
508,COF2,ADDIonADDI,5,-0.2267197800584
509,COF2,ADDIonADDI,6,-0.3603197800584
510,COF2,ADDIonADDI,7,-0.3272197800584
511,COF2,ADDIonADDI,8,-0.3145197800584
512,COF2,ADDIonADDI,9,-0.3776197800584
513,COF2,ADDIonADDI,mean,-0.34665978005840004
514,COF2,ADDIonADDI,min,-0.4189197800584
515,COF2,ADDIonADDI,max,-0.2267197800584
516,COF2,ADDIonADDI,range,0.19220000000000004
517,COF2,HFonADDI,0,-0.28801658018669
518,COF2,HFonADDI,1,-0.27901658018669
519,COF2,HFonADDI,2,-0.29731658018669
520,COF2,HFonADDI,3,-0.20051658018669
521,COF2,HFonADDI,4,-0.19251658018669
522,COF2,HFonADDI,5,-0.22081658018669
523,COF2,HFonADDI,6,-0.24351658018669
524,COF2,HFonADDI,7,-0.29691658018669
525,COF2,HFonADDI,8,-0.24741658018669
526,COF2,HFonADDI,9,-0.29761658018669
527,COF2,HFonADDI,mean,-0.25636658018669
528,COF2,HFonADDI,min,-0.29761658018669
529,COF2,HFonADDI,max,-0.19251658018669
530,COF2,HFonADDI,range,0.10510000000000003
531,COF2,ADDIonHF,0,-0.3727197800584
532,COF2,ADDIonHF,1,-0.3259197800584
533,COF2,ADDIonHF,2,-0.4217197800584
534,COF2,ADDIonHF,3,-0.1314197800584
535,COF2,ADDIonHF,4,-0.3000197800584
536,COF2,ADDIonHF,5,-0.3322197800584
537,COF2,ADDIonHF,6,-0.1775197800584
538,COF2,ADDIonHF,7,-0.3631197800584
539,COF2,ADDIonHF,8,-0.3589197800584
540,COF2,ADDIonHF,9,-0.3673197800584
541,COF2,ADDIonHF,mean,-0.31508978005839994
542,COF2,ADDIonHF,min,-0.4217197800584
543,COF2,ADDIonHF,max,-0.1314197800584
