    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
      20       -1012.3758        4928.2438         663.6422         548.6297        1055.2340         387.0629         -98.5887         266.9158         -14.5672
      21       -1012.3766        4928.2438         670.5412         558.8876        1063.7327         389.0032        -102.8880         265.6514         -18.6756
      22       -1012.3776        4928.2438         681.4780         575.7758        1077.1459         391.5125        -112.5037         265.8236         -25.0121
      23       -1012.3785        4928.2438         693.8810         595.8484        1091.6552         394.1396        -123.9384         266.3989         -32.4040
      24       -1012.3798        4928.2438         702.3251         611.3594        1099.7606         395.8554        -129.8524         265.1166         -38.2240
      25       -1012.3813        4928.2438         702.0612         615.2241        1095.2665         395.6931        -123.8644         259.9339         -40.0126
      26       -1012.3834        4928.2438         692.7229         606.4787        1078.3877         393.3023        -105.8002         250.8519         -37.4317
      27       -1012.3856        4928.2438         682.3376         596.0366        1060.9821         389.9942         -87.2916         242.2996         -34.8784
      28       -1012.3883        4928.2438         683.0262         600.6763        1059.9990         388.4034         -85.4860         241.0266         -39.3803
      29       -1012.3916        4928.2438         695.7858         621.5203        1076.4774         389.3599        -102.3074         248.2394         -52.2546
      30       -1012.3953        4928.2438         698.9494         628.1299        1080.7352         387.9829        -108.8461         251.2798         -60.2877
      31       -1012.3998        4928.2438         679.2355         602.8411        1054.5358         380.3295         -86.4899         238.9511         -52.3812
      32       -1012.4050        4928.2438         674.1365         597.8178        1045.6476         378.9444         -81.8919         231.8922         -52.4859
      33       -1012.4113        4928.2438         694.2969         624.8901        1068.5619         389.4389        -104.2752         238.5287         -71.0632
      34       -1012.4185        4928.2438         671.0565         591.8470        1043.9441         377.3782         -69.0710         211.6943         -53.0397
      35       -1012.4269        4928.2438         695.3582         626.5326        1068.0004         391.5416         -89.8621         224.1012         -77.5875
      36       -1012.4358        4928.2438         657.3292         588.8107        1025.9802         357.1966         -39.0022         189.8897         -39.5998
      37       -1012.4442        4928.2438         744.0659         692.7683        1102.3168         437.1128        -115.6340         267.8824        -131.1529
      38       -1012.4258        4928.2438         503.7311         432.9655         936.7018         141.5260          96.4078          52.8403         145.9820
      39       -1012.4578        4928.2438         682.0710         617.5873        1060.0316         368.5943         -56.1636         214.3475         -62.2165
      40       -1012.4277        4928.2438         882.1413         822.4830        1197.6174         626.3236        -225.9741         391.0326        -292.5233
      41       -1012.4449        4928.2438         814.3093         752.5074        1151.1189         539.3018        -168.2998         329.6384        -213.8022
      42       -1012.4583        4928.2438         710.4380         645.5701        1080.4413         405.3025         -80.3035         235.1477         -92.6191
      43       -1012.4540        4928.2438         610.2025         542.8977        1013.1208         274.5890           3.9017         143.3527          25.0717
      44       -1012.4547        4928.2438         615.0392         547.8566        1016.3997         280.8614          -0.2055         147.7786          19.3786
      45       -1012.4558        4928.2438         624.4872         557.5458        1022.8038         293.1121          -8.2264         156.4118           8.2648
      46       -1012.4572        4928.2438         638.0667         571.4605        1032.0106         310.7290         -19.7495         168.8138          -7.6976
      47       -1012.4585        4928.2438         655.0285         588.8430        1043.4973         332.7451         -34.1388         184.2917         -27.6321
      48       -1012.4592        4928.2438         674.2983         608.5664        1056.5355         357.7929         -50.4999         201.8599         -50.2639
      49       -1012.4594        4928.2438         694.1074         628.8191        1069.9199         383.5832         -67.3079         219.8749         -73.5075
      50       -1012.4594        4928.2438         693.9317         628.6389        1069.8033         383.3530         -67.1601         219.7110         -73.2947
      51       -1012.4594        4928.2438         693.5906         628.2919        1069.5735         382.9062         -66.8778         219.3893         -72.8818
      52       -1012.4594        4928.2438         693.0738         627.7668        1069.2261         382.2286         -66.4625         218.9143         -72.2808
      53       -1012.4594        4928.2438         692.3978         627.0813        1068.7697         381.3424         -65.9169         218.2996         -71.4949
      54       -1012.4595        4928.2438         691.5989         626.2655        1068.2362         380.2949         -65.2627         217.5515         -70.5446
      55       -1012.4595        4928.2438         690.6709         625.3269        1067.6116         379.0743         -64.5104         216.6936         -69.4524
      56       -1012.4595        4928.2438         689.6497         624.2927        1066.9255         377.7308         -63.6801         215.7449         -68.2555
      57       -1012.4596        4928.2438         688.4434         623.0714        1066.1160         376.1427         -62.7118         214.6264         -66.8290
      58       -1012.4596        4928.2438         687.0557         621.6641        1065.1896         374.3136         -61.5987         213.3411         -65.1897
      59       -1012.4596        4928.2438         685.5281         620.1222        1064.1680         372.2943         -60.3817         211.9170         -63.3825
      60       -1012.4597        4928.2438         683.9359         618.5198        1063.1106         370.1774         -59.1270         210.4240         -61.4923
      61       -1012.4598        4928.2438         682.3823         616.9633        1062.0813         368.1023         -57.9317         208.9651         -59.6510
      62       -1012.4600        4928.2438         681.0283         615.6173        1061.1951         366.2725         -56.9214         207.6821         -58.0442
      63       -1012.4601        4928.2438         680.0748         614.6836        1060.5833         364.9575         -56.2819         206.7477         -56.8969
      64       -1012.4603        4928.2438         679.7189         614.3729        1060.3756         364.4083         -56.1699         206.3446         -56.4482
      65       -1012.4604        4928.2438         680.1316         614.8453        1060.6907         364.8589         -56.7241         206.6349         -56.9011
      66       -1012.4606        4928.2438         681.3776         616.1580        1061.5618         366.4131         -58.0162         207.6673         -58.3347
      67       -1012.4610        4928.2438         683.3231         618.1913        1062.8929         368.8851         -59.9211         209.3189         -60.5951
      68       -1012.4614        4928.2438         685.5026         620.4601        1064.3676         371.6801         -62.0471         211.1518         -63.1165
      69       -1012.4617        4928.2438         687.0774         622.1143        1065.4374         373.6805         -63.7202         212.4164         -64.9302
      70       -1012.4623        4928.2438         687.1673         622.3125        1065.5253         373.6641         -64.2221         212.3021         -64.9866
      71       -1012.4629        4928.2438         685.3471         620.6439        1064.3834         371.0139         -63.2339         210.4044         -62.7695
      72       -1012.4637        4928.2438         682.3215         617.8631        1062.4906         366.6106         -61.3851         207.3961         -59.1212
      73       -1012.4646        4928.2438         680.1871         616.0496        1061.1768         363.3349         -60.3543         205.1666         -56.5409
      74       -1012.4658        4928.2438         680.9780         617.0816        1061.6605         364.1918         -61.7116         205.5871         -57.5004
      75       -1012.4671        4928.2438         684.1132         620.1764        1063.5337         368.6295         -64.9065         208.1318         -61.3859
      76       -1012.4688        4928.2438         685.1248         621.1446        1064.0598         370.1702         -66.4803         208.6750         -62.9156
      77       -1012.4706        4928.2438         681.0958         617.4017        1061.7203         364.1653         -64.4049         204.5279         -58.6114
      78       -1012.4729        4928.2438         678.4662         614.7850        1060.3104         360.3032         -63.5769         201.5354         -56.3671
      79       -1012.4757        4928.2438         682.5718         617.4771        1062.4644         367.7741         -67.6030         204.4627         -62.9252
      80       -1012.4789        4928.2438         680.8792         616.6695        1061.7225         364.2457         -68.6951         201.4508         -62.9767
      81       -1012.4825        4928.2438         679.7998         620.6747        1060.7710         357.9536         -67.5861         197.2325         -59.7034
      82       -1012.4866        4928.2438         692.3120         635.2111        1065.5334         376.1913         -74.2521         203.7484         -73.1042
      83       -1012.4908        4928.2438         668.3926         625.0981        1056.6102         323.4695         -63.0333         180.1550         -46.5868
      84       -1012.4941        4928.2438         738.2029         669.5563        1078.6431         466.4092         -94.2816         229.6571        -125.8199
      85       -1012.4960        4928.2438         694.6378         646.3523        1065.6987         371.8623         -76.1016         196.3691         -78.0609
      86       -1012.4949        4928.2438         654.3715         625.4666        1053.8273         283.8208         -59.3350         165.3602         -33.9243
      87       -1012.4954        4928.2438         662.9374         630.0634        1056.3519         302.3971         -62.8602         171.8416         -43.3449
      88       -1012.4961        4928.2438         678.3922         638.3901        1060.8982         335.8880         -69.2058         183.5109         -60.3191
      89       -1012.4963        4928.2438         697.3860         648.6299        1066.4904         377.0379         -76.9813         197.8091         -81.1607
      90       -1012.4963        4928.2438         697.1379         648.4993        1066.4143         376.5002         -76.8870         197.6119         -80.9041
      91       -1012.4963        4928.2438         696.6680         648.2709        1066.2723         375.4608         -76.6914         197.2377         -80.4041
      92       -1012.4965        4928.2438         696.0054         647.9442        1066.0824         373.9898         -76.4170         196.7051         -79.6992
      93       -1012.4965        4928.2438         695.1956         647.5552        1065.8453         372.1862         -76.0802         196.0586         -78.8418
      94       -1012.4965        4928.2438         694.3138         647.1392        1065.5892         370.2130         -75.7099         195.3390         -77.9141
      95       -1012.4965        4928.2438         693.4163         646.7202        1065.3257         368.2032         -75.3459         194.6087         -76.9806
      96       -1012.4965        4928.2438         692.6063         646.3574        1065.0907         366.3707         -75.0092         193.9319         -76.1408
      97       -1012.4966        4928.2438         691.8832         646.0593        1064.8735         364.7167         -74.7130         193.3082         -75.4221
      98       -1012.4966        4928.2438         691.3865         645.9138        1064.7216         363.5240         -74.5036         192.8374         -74.9575
      99       -1012.4967        4928.2438         691.2326         645.9565        1064.6743         363.0670         -74.4427         192.6104         -74.8984
     100       -1012.4969        4928.2438         691.5604         646.2879        1064.7688         363.6246         -74.5772         192.7150         -75.3721
     101       -1012.4969        4928.2438         692.3797         646.9045        1064.9924         365.2422         -74.9151         193.1756         -76.4263
     102       -1012.4971        4928.2438         693.5908         647.7502        1065.3256         367.6966         -75.4203         193.8887         -77.9390
     103       -1012.4973        4928.2438         694.8491         648.6578        1065.6703         370.2191         -75.9556         194.6033         -79.5511
     104       -1012.4976        4928.2438         695.6306         649.3525        1065.8667         371.6723         -76.3176         194.9104         -80.7050
     105       -1012.4978        4928.2438         695.4598         649.5905        1065.7762         371.0126         -76.3259         194.4537         -80.9189
     106       -1012.4982        4928.2438         694.3542         649.3973        1065.4110         368.2545         -76.0109         193.2334         -80.2271
     107       -1012.4986        4928.2438         693.1520         649.2051        1064.9971         365.2538         -75.7377         191.8856         -79.5831
     108       -1012.4991        4928.2438         693.2003         649.6729        1064.9222         365.0057         -76.0576         191.4081         -80.4778
     109       -1012.4998        4928.2438         694.8602         650.9388        1065.2539         368.3878         -77.1144         192.0546         -83.3511
     110       -1012.5006        4928.2438         696.1949         652.0007        1065.4406         371.1435         -78.1693         192.3515         -86.1091
     111       -1012.5015        4928.2438         694.9023         651.8859        1064.8635         367.9573         -78.3870         190.5428         -86.3452
     112       -1012.5027        4928.2438         693.4316         651.8316        1064.1710         364.2923         -78.7321         188.4009         -86.6774
     113       -1012.5040        4928.2438         695.8394         653.5740        1064.3867         369.5573         -80.5895         188.8499         -91.2716
     114       -1012.5057        4928.2438         695.5396         654.1562        1063.7745         368.6880         -81.5665         187.0281         -93.4116
     115       -1012.5077        4928.2438         693.2718         654.3091        1062.5073         362.9989         -82.0692         183.4778         -93.9800
     116       -1012.5101        4928.2438         699.1357         657.5759        1063.0360         376.7954         -85.3834         185.2013        -102.5924
     117       -1012.5127        4928.2438         683.0366         654.1313        1058.6793         336.2994         -82.7999         171.2822         -91.5225
     118       -1012.5150        4928.2438         727.9909         666.0127        1064.2419         453.7181         -95.3604         200.5520        -136.3317
     119       -1012.5099        4928.2438         590.3124         634.2518        1034.9463         101.7393         -64.5313         107.6745         -33.2891
     120       -1012.5198        4928.2438         698.5690         657.0110        1054.7861         383.9098         -88.9601         179.3301        -118.6536
     121       -1012.5198        4928.2438         696.3943         656.5543        1054.3616         378.2670         -88.4708         177.8721        -116.9513
     122       -1012.5199        4928.2438         692.7371         655.8047        1053.6425         368.7639         -87.6467         175.4089        -114.0896
     123       -1012.5200        4928.2438         688.8716         655.0341        1052.8556         358.7250         -86.7742         172.7782        -111.0952
     124       -1012.5200        4928.2438         686.2896         654.5539        1052.3114         352.0037         -86.1896         170.9662        -109.1405
     125       -1012.5201        4928.2438         685.8587         654.5545        1052.1376         350.8839         -86.0838         170.5680        -108.9111
     126       -1012.5203        4928.2438         687.6004         655.0198        1052.3615         355.4198         -86.4653         171.5881        -110.4179
     127       -1012.5204        4928.2438         690.7425         655.7789        1052.8279         363.6208         -87.1545         173.5380        -113.0586
     128       -1012.5206        4928.2438         694.1052         656.5998        1053.2994         372.4161         -87.9034         175.6091        -115.9507
     129       -1012.5209        4928.2438         695.3837         656.9990        1053.3287         375.8233         -88.2085         176.2905        -117.3424
     130       -1012.5213        4928.2438         693.1186         656.6921        1052.6123         370.0514         -87.7853         174.6105        -116.1594
     131       -1012.5217        4928.2438         688.5244         655.9039        1051.3418         358.3275         -86.9416         171.3700        -113.4167
     132       -1012.5221        4928.2438         686.4919         655.5364        1050.4113         353.5281         -86.7555         169.8498        -112.8556
     133       -1012.5228        4928.2438         689.8231         656.0106        1050.3575         363.1011         -87.8168         171.9027        -116.5100
     134       -1012.5236        4928.2438         692.7734         656.2403        1050.1276         371.9525         -88.8852         173.6660        -120.1480
     135       -1012.5245        4928.2438         687.2883         654.9924        1048.1272         358.7451         -88.3174         169.6354        -118.2049
     136       -1012.5258        4928.2438         683.8501         654.0266        1046.1780         351.3458         -88.3476         166.8746        -118.4296
     137       -1012.5271        4928.2438         690.0956         653.9678        1045.6525         370.6667         -90.3472         170.7262        -125.7526
     138       -1012.5289        4928.2438         678.0125         650.8689        1041.2067         341.9619         -88.7503         162.0623        -122.1315
     139       -1012.5310        4928.2438         689.1611         650.1229        1041.0828         376.2775         -91.3699         169.3726        -133.4812
     140       -1012.5333        4928.2438         657.7039         645.4124        1032.0991         295.6000         -86.9186         146.8451        -122.6231
     141       -1012.5341        4928.2438         727.2690         645.1266        1042.7207         493.9594         -97.8653         196.7797        -162.8310
     142       -1012.5367        4928.2438         670.0632         642.7625        1031.1747         336.2526         -89.5565         155.6117        -136.9810
     143       -1012.5367        4928.2438         671.0795         642.8027        1031.3638         339.0719         -89.6964         156.3239        -137.4810
     144       -1012.5369        4928.2438         672.8357         642.8860        1031.7029         343.9182         -89.9351         157.5512        -138.3449
     145       -1012.5368        4928.2438         674.7902         642.9694        1032.0774         349.3239         -90.1951         158.8973        -139.3430
     146       -1012.5369        4928.2438         676.2779         643.0367        1032.3408         353.4562         -90.3840         159.8973        -140.1660
     147       -1012.5370        4928.2438         676.7596         643.0391        1032.3700         354.8697         -90.4375         160.1805        -140.6016
     148       -1012.5372        4928.2438         676.1053         642.9825        1032.1530         353.1803         -90.3247         159.6368        -140.5808
     149       -1012.5374        4928.2438         674.5826         642.8760        1031.7321         349.1396         -90.0972         158.4644        -140.2448
     150       -1012.5375        4928.2438         672.6325         642.7230        1031.1787         343.9959         -89.8217         156.9759        -139.8466
     151       -1012.5378        4928.2438         671.2791         642.5579        1030.6780         340.6014         -89.6434         155.9195        -139.8541
     152       -1012.5381        4928.2438         671.4874         642.3731        1030.4196         341.6694         -89.6972         156.0094        -140.6976
     153       -1012.5385        4928.2438         673.1005         642.0746        1030.3610         346.8659         -89.9759         157.1703        -142.2937
     154       -1012.5389        4928.2438         674.0929         641.5937        1030.0811         350.6039         -90.1913         157.9113        -143.8168
     155       -1012.5396        4928.2438         672.1614         640.8895        1029.1045         346.4904         -90.0535         156.5437        -144.4298
     156       -1012.5403        4928.2438         668.6499         639.9528        1027.6825         338.3145         -89.7665         154.0515        -144.8316
     157       -1012.5413        4928.2438         668.4222         638.7968        1026.7665         339.7033         -89.9577         153.9949        -146.9136
     158       -1012.5424        4928.2438         669.6964         637.3867        1025.9158         345.7868         -90.3498         155.0709        -149.9210
     159       -1012.5438        4928.2438         664.2668         635.7444        1023.3750         333.6809         -90.0122         151.0733        -151.2822
     160       -1012.5455        4928.2438         663.6036         633.8488        1021.5913         335.3706         -90.1591         150.5968        -154.7444
     161       -1012.5476        4928.2438         661.2764         631.5699        1019.1621         333.0972         -90.0367         148.8534        -158.4413
     162       -1012.5502        4928.2438         653.6779         629.1622        1014.9794         316.8922         -89.4309         143.0303        -162.0876
     163       -1012.5534        4928.2438         664.1552         626.3412        1014.4670         351.6573         -89.5085         151.4494        -168.4436
     164       -1012.5553        4928.2438         599.2018         626.1060         994.6967         176.8027         -86.7954          98.4516        -173.0792
     165       -1012.5576        4928.2438         651.2182         624.0645        1007.6555         321.9347         -88.1281         140.8792        -172.9211
     166       -1012.5576        4928.2438         650.0906         624.1035        1007.3767         318.7916         -88.0807         139.9310        -172.9613
     167       -1012.5576        4928.2438         648.1647         624.1703        1006.8814         313.4424         -88.0100         138.3092        -173.0537
     168       -1012.5578        4928.2438         646.0944         624.2581        1006.3524         307.6725         -87.9246         136.5325        -173.1960
     169       -1012.5578        4928.2438         644.5787         624.3146        1005.9315         303.4901         -87.8500         135.2031        -173.3637
     170       -1012.5580        4928.2438         644.1580         624.3691        1005.7553         302.3496         -87.7902         134.7404        -173.5645
     171       -1012.5582        4928.2438         644.8846         624.3987        1005.8317         304.4233         -87.7502         135.2205        -173.7803
     172       -1012.5584        4928.2438         646.3496         624.4250        1006.0488         308.5750         -87.7131         136.2964        -174.0098
     173       -1012.5587        4928.2438         647.9091         624.4701        1006.2438         313.0133         -87.6575         137.4446        -174.2851
     174       -1012.5591        4928.2438         648.3554         624.5887        1006.0892         314.3883         -87.5521         137.6774        -174.6670
     175       -1012.5594        4928.2438         646.7993         624.7375        1005.3592         310.3011         -87.3989         136.2811        -175.2204
     176       -1012.5599        4928.2438         643.8663         624.8660        1004.1809         302.5519         -87.2115         133.7685        -175.9689
     177       -1012.5606        4928.2438         642.0247         624.7996        1003.1870         298.0876         -87.0475         132.1996        -176.8288
     178       -1012.5615        4928.2438         642.8567         624.4814        1002.7526         301.3361         -86.8874         132.8979        -177.6573
     179       -1012.5626        4928.2438         643.2821         624.0303        1002.0551         303.7608         -86.6729         133.2861        -178.6470
     180       -1012.5639        4928.2438         638.9448         623.7064         999.8977         293.2302         -86.3883         129.6300        -180.3772
     181       -1012.5657        4928.2438         635.1130         623.3181         997.5714         284.4497         -85.9746         126.2855        -182.4449
     182       -1012.5679        4928.2438         636.0695         622.6888         996.1158         289.4038         -85.2118         127.0044        -183.9430
     183       -1012.5707        4928.2438         627.3212         622.4078         991.6122         267.9436         -84.3815         119.2045        -187.4964
     184       -1012.5746        4928.2438         628.1814         622.4042         989.3840         272.7560         -82.6488         119.6331        -189.0517
     185       -1012.5795        4928.2438         606.2657         615.6682         980.1513         222.9775         -83.6272         101.4723        -200.5729
     186       -1012.5853        4928.2438         631.4608         605.6707         984.3647         304.3470         -81.5982         129.8394        -191.4120
     187       -1012.5854        4928.2438         488.1361         585.8861         933.5117         -54.9893         -99.3167           4.6378        -258.2785
     188       -1012.5947        4928.2438         595.9089         597.6356         968.1066         221.9846         -85.2528         103.4015        -205.7900
     189       -1012.5949        4928.2438         593.5698         597.2490         967.3808         216.0795         -85.5408         101.2662        -206.9660
     190       -1012.5952        4928.2438         589.6409         596.6182         966.1531         206.1514         -86.0266          97.6617        -208.9512
     191       -1012.5953        4928.2438         585.4972         596.0002         964.8636         195.6278         -86.5201          93.8204        -211.0741
     192       -1012.5957        4928.2438         582.6712         595.6844         963.9744         188.3549         -86.8103          91.1382        -212.5738
     193       -1012.5962        4928.2438         582.1589         595.9024         963.7697         186.8047         -86.7733          90.5150        -212.9460
     194       -1012.5968        4928.2438         584.0322         596.7296         964.2719         191.0952         -86.3933          92.0223        -212.1492
     195       -1012.5974        4928.2438         587.3745         598.1058         965.1781         198.8394         -85.8067          94.8128        -210.6428
     196       -1012.5983        4928.2438         590.7911         599.9151         966.0001         206.4579         -85.1819          97.6349        -209.1093
     197       -1012.5992        4928.2438         591.8823         601.7714         965.9558         207.9196         -84.8722          98.3075        -208.7736
     198       -1012.6006        4928.2438         589.0765         603.1713         964.5103         199.5479         -85.0979          95.4928        -210.3665
     199       -1012.6023        4928.2438         584.1205         604.0438         962.2896         186.0281         -85.6291          90.8437        -212.9693
     200       -1012.6044        4928.2438         582.1546         604.8732         961.0386         180.5520         -85.6959          89.1999        -213.8054
     201       -1012.6071        4928.2438         585.5717         605.8214         961.6051         189.2885         -85.0675          92.8945        -211.6686
     202       -1012.6103        4928.2438         587.9538         606.9915         961.6901         195.1797         -84.5764          95.6903        -210.0421
     203       -1012.6144        4928.2438         582.6834         608.3412         958.7522         180.9567         -85.0848          91.0218        -212.8255
     204       -1012.6191        4928.2438         583.3420         612.3691         957.5312         180.1257         -84.0471          91.6149        -212.6827
     205       -1012.6245        4928.2438         595.4539         619.5424         960.5357         206.2837         -79.6147         103.2271        -205.3119
     206       -1012.6300        4928.2438         590.7759         625.5662         957.1460         189.6156         -76.2473          98.4715        -207.2655
     207       -1012.6347        4928.2438         629.1174         648.7188         970.3466         268.2867         -62.6312         134.6300        -185.7074
     208       -1012.6368        4928.2438         591.3760         652.9274         951.2788         169.9218         -61.3930          96.3764        -209.5948
     209       -1012.6382        4928.2438         621.5886         663.4225         963.4777         237.8657         -54.9552         125.7269        -191.2725
     210       -1012.6381        4928.2438         659.6508         676.9788         978.8754         323.0981         -46.5838         162.4894        -168.0228
     211       -1012.6383        4928.2438         654.0000         675.2538         976.4818         310.2644         -47.7520         156.9108        -171.4511
     212       -1012.6387        4928.2438         643.9199         672.1733         972.2080         287.3782         -49.8345         146.9488        -177.5513
     213       -1012.6389        4928.2438         631.6526         668.4709         966.9872         259.4998         -52.3512         134.8040        -184.9581
     214       -1012.6390        4928.2438         620.5884         665.2089         962.2073         234.3488         -54.5995         123.8308        -191.5761
     215       -1012.6389        4928.2438         621.0945         665.3839         962.4083         235.4913         -54.4945         124.3258        -191.2615
     216       -1012.6390        4928.2438         622.0807         665.7256         962.8026         237.7140         -54.2819         125.2923        -190.6454
     217       -1012.6390        4928.2438         623.4858         666.2127         963.3524         240.8923         -53.9878         126.6777        -189.7570
     218       -1012.6392        4928.2438         625.2391         666.8191         964.0450         244.8531         -53.6196         128.4048        -188.6479
     219       -1012.6392        4928.2438         627.2329         667.5144         964.8245         249.3598         -53.1978         130.3611        -187.3888
     220       -1012.6392        4928.2438         629.3000         668.2314         965.6211         254.0474         -52.7664         132.4074        -186.0633
     221       -1012.6393        4928.2438         631.2961         668.9357         966.3857         258.5667         -52.3418         134.3844        -184.7708
     222       -1012.6393        4928.2438         633.2120         669.6270         967.0970         262.9121         -51.9439         136.2813        -183.5171
     223       -1012.6394        4928.2438         634.7781         670.2148         967.6509         266.4688         -51.6221         137.8402        -182.4475
     224       -1012.6395        4928.2438         635.6709         670.5770         967.9019         268.5338         -51.4494         138.7530        -181.7651
     225       -1012.6397        4928.2438         635.5728         670.6154         967.7103         268.3928         -51.5036         138.7158        -181.6472
     226       -1012.6399        4928.2438         634.2620         670.2489         966.9978         265.5393         -51.8358         137.5001        -182.2348
     227       -1012.6401        4928.2438         631.6867         669.4118         965.7224         259.9259         -52.4710         135.0909        -183.5445
     228       -1012.6404        4928.2438         628.2418         668.2126         964.0502         252.4627         -53.3437         131.8874        -185.3256
     229       -1012.6406        4928.2438         624.8906         666.9006         962.3809         245.3901         -54.2718         128.8687        -186.9632
     230       -1012.6410        4928.2438         622.8995         665.7950         961.2595         241.6439         -55.0232         127.3296        -187.6647
     231       -1012.6414        4928.2438         623.1056         665.0703         961.0461         243.2003         -55.4341         128.1569        -186.8767
     232       -1012.6419        4928.2438         625.0276         664.4204         961.5677         249.0949         -55.6748         130.9288        -184.8895
     233       -1012.6425        4928.2438         625.9783         662.8238         961.7438         253.3674         -56.3444         133.0400        -183.3489
     234       -1012.6431        4928.2438         622.7405         659.1413         960.2057         248.8745         -58.1706         131.2928        -184.2641
     235       -1012.6439        4928.2438         615.6508         653.4573         957.1350         236.3600         -61.0346         125.9654        -187.4952
     236       -1012.6448        4928.2438         611.1107         648.0947         955.3685         229.8688         -63.2912         123.2108        -189.2514
     237       -1012.6459        4928.2438         613.1632         645.0048         956.7985         237.6864         -63.6181         126.7025        -187.3373
     238       -1012.6470        4928.2438         612.6751         641.3710         957.1846         239.4698         -64.1197         127.4231        -187.4050
     239       -1012.6484        4928.2438         604.6104         636.2195         954.0820         223.5296         -65.5686         119.9943        -192.7716
     240       -1012.6500        4928.2438         608.5474         636.5710         956.1048         232.9664         -63.1674         124.0152        -190.8657
     241       -1012.6519        4928.2438         609.1312         638.5812         956.0253         232.7870         -60.3082         122.8771        -191.9118
     242       -1012.6541        4928.2438         606.4515         643.0881         953.1111         223.1553         -56.6785         116.8994        -196.6805
     243       -1012.6563        4928.2438         627.8478         656.7684         961.3843         265.3907         -47.3630         135.3187        -188.0451
     244       -1012.6575        4928.2438         574.1298         644.3450         931.2999         146.7446         -55.6171          74.5882        -225.1983
     245       -1012.6591        4928.2438         614.6553         658.0405         951.9190         234.0067         -46.5143         117.5915        -200.9006
     246       -1012.6580        4928.2438         656.0409         671.4440         973.1310         323.5477         -37.2641         161.5550        -176.1938
     247       -1012.6586        4928.2438         646.0156         668.0755         967.8987         302.0727         -39.6423         150.9076        -182.3071
     248       -1012.6591        4928.2438         628.7646         662.2595         958.9058         265.1284         -43.7086         132.5700        -192.8061
     249       -1012.6592        4928.2438         608.9984         655.5485         948.6024         222.8442         -48.3555         111.5332        -204.8172
     250       -1012.6592        4928.2438         609.4650         655.7007         948.8335         223.8610         -48.2473         112.0291        -204.5299
     251       -1012.6592        4928.2438         610.3651         655.9896         949.2791         225.8265         -48.0432         113.0007        -203.9876
     252       -1012.6593        4928.2438         611.6547         656.4039         949.9299         228.6302         -47.7549         114.3715        -203.2073
     253       -1012.6593        4928.2438         613.2260         656.9071         950.7249         232.0460         -47.4024         116.0486        -202.2638
     254       -1012.6594        4928.2438         614.9625         657.4642         951.5865         235.8367         -47.0129         117.9008        -201.2235
     255       -1012.6593        4928.2438         616.6996         658.0231         952.4420         239.6338         -46.6296         119.7571        -200.1798
     256       -1012.6594        4928.2438         618.2612         658.5165         953.2019         243.0650         -46.2907         121.4320        -199.2524
     257       -1012.6595        4928.2438         619.6141         658.9611         953.8419         246.0393         -46.0098         122.8623        -198.4699
     258       -1012.6594        4928.2438         620.4970         659.2505         954.2229         248.0175         -45.8467         123.8038        -197.9797
