10    0.86842    2.51733    0.05403    0.09998    3.36196    5.82624    1.43463    1.83314
20    1.58833    4.87448    0.05698    0.10100    6.28842   11.24574    2.64847    3.71699
30    2.20645    6.40095    0.05725    0.10652    8.68317   14.48998    3.74224    4.90057
40    2.91218    8.18298    0.06409    0.11531   11.93539   17.92521    4.77122    6.49329
50    3.60832   10.25067    0.05876    0.11032   15.27698   22.39938    5.75601    8.05422
60    4.26127   12.42440    0.05790    0.10513   18.78637   27.43696    6.52171    9.37730
70    4.82499   14.60241    0.05870    0.10735   21.45993   32.66991    7.32230   10.97409
80    5.31059   16.65482    0.05996    0.10270   24.72096   37.83252    7.62765   11.80529
90    5.82761   18.14598    0.06001    0.10489   28.15546   40.90270    7.97025   12.49368
100    6.54007   21.68946    0.04682    0.08403   32.61098   50.62681    8.57875   13.40181
