10    1.21675    3.49295    0.07175    0.14346    4.86986    8.13546    1.95390    2.36514
20    2.36601    7.06885    0.07792    0.19958    9.83478   16.46065    3.77162    4.80599
30    3.14840    9.27947    0.08164    0.20111   12.89465   21.19975    5.13808    6.78373
40    3.73544   11.17812    0.08801    0.22471   15.56455   26.00201    6.00685    7.59095
50    4.06277   12.32010    0.09391    0.24755   17.27996   28.78730    6.39612    8.17064
60    4.44912   13.38187    0.09050    0.26827   18.99701   30.98828    6.99851    9.09111
70    4.99146   13.96687    0.07852    0.25526   22.02362   30.64888    7.61145   10.12579
80    6.09089   16.65174    0.08712    0.35296   27.97694   36.34302    8.86370   11.11355
90    7.29179   21.33458    0.10397    0.39157   35.69665   48.76506    9.73047   11.47868
100    7.90058   26.56620    0.10030    0.42868   40.39229   64.86920    9.88044   10.79579
