    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
     141        -729.8469        3528.0932         415.0482         779.8473        1280.6177        -815.3200         -43.5823          82.1625          76.6345
     142        -729.8473        3528.0932         413.4691         788.2495        1273.3917        -821.2336         -47.9069          96.7803          80.7155
     143        -729.8479        3528.0932         421.4771         797.8607        1277.8208        -811.2504         -46.1172          95.4099          77.3772
     144        -729.8486        3528.0932         435.3881         805.4025        1290.3900        -789.6283         -39.1760          79.1006          67.5132
     145        -729.8495        3528.0932         428.0977         800.9593        1279.9899        -796.6559         -41.6143          80.2501          67.7829
     146        -729.8505        3528.0932         416.0644         788.9431        1267.2739        -808.0239         -43.6648          76.9859          67.5028
     147        -729.8516        3528.0932         429.6350         783.7537        1287.0963        -781.9451         -30.6474          38.9483          50.4129
     148        -729.8527        3528.0932         398.9420         769.7802        1255.3073        -828.2613         -46.5867          66.7889          66.2998
     149        -729.8537        3528.0932         457.0086         790.9480        1328.3223        -748.2445         -15.4447          -5.6302          28.1477
     150        -729.8544        3528.0932         427.0016         783.1874        1292.4277        -794.6105         -33.9158          35.6406          48.7605
     151        -729.8541        3528.0932         398.4955         777.4739        1258.0317        -840.0192         -52.6410          77.9227          69.4555
     152        -729.8543        3528.0932         404.6982         779.6193        1265.3816        -830.9064         -49.1393          70.3720          65.4498
     153        -729.8546        3528.0932         415.8454         783.5149        1278.5220        -814.5007         -42.8479          56.8530          58.2850
     154        -729.8547        3528.0932         429.5868         788.4769        1294.7391        -794.4556         -35.2690          40.4856          49.5814
     155        -729.8546        3528.0932         441.3803         793.1566        1308.5875        -777.6031         -29.0628          27.2559          42.4126
     156        -729.8546        3528.0932         440.6661         792.9916        1307.7396        -778.7330         -29.5248          28.3019          42.9037
     157        -729.8547        3528.0932         439.2525         792.6536        1306.0463        -780.9421         -30.4308          30.3046          43.8968
     158        -729.8547        3528.0932         437.2556         792.2237        1303.6389        -784.0957         -31.7018          33.1628          45.3262
     159        -729.8548        3528.0932         434.7733         791.6229        1300.6877        -787.9906         -33.2956          36.7160          47.0854
     160        -729.8548        3528.0932         432.0649         791.0624        1297.4030        -792.2706         -35.0776          40.7181          49.0482
     161        -729.8549        3528.0932         429.3335         790.5439        1294.1177        -796.6613         -36.9037          44.8606          51.0666
     162        -729.8549        3528.0932         426.8707         790.1522        1291.1426        -800.6827         -38.6196          48.7110          52.9354
     163        -729.8549        3528.0932         424.7771         789.9791        1288.5793        -804.2271         -40.1666          52.2709          54.6150
