    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
     149        -845.5618        4360.9781         728.9182         904.5393         780.9396         501.2757          -6.1757        -583.9489         243.2084
     150        -845.5623        4360.9781         727.9910         904.3477         778.9680         500.6575          -5.3773        -583.7418         241.2466
     151        -845.5630        4360.9781         726.6190         902.7279         779.5422         497.5868          -6.2407        -583.9068         242.6629
     152        -845.5637        4360.9781         724.8140         899.9537         782.0936         492.3947          -8.5128        -584.3949         246.7287
     153        -845.5647        4360.9781         722.6645         897.2770         783.5798         487.1364         -10.4732        -584.8837         249.7079
     154        -845.5658        4360.9781         720.3066         896.1304         780.4297         484.3600          -9.9508        -584.8864         247.2422
     155        -845.5673        4360.9781         717.7516         896.2910         773.1206         483.8433          -6.9777        -584.3934         239.8106
     156        -845.5690        4360.9781         714.7369         894.9980         768.6193         480.5933          -5.5257        -584.2509         235.8483
     157        -845.5710        4360.9781         710.8472         890.5386         770.8155         471.1877          -8.4113        -585.1124         240.2751
     158        -845.5736        4360.9781         706.0163         887.1180         768.3412         462.5895          -9.8270        -585.9197         239.9069
     159        -845.5767        4360.9781         700.1064         886.3448         754.9246         459.0497          -5.4589        -585.6369         227.8053
     160        -845.5803        4360.9781         692.5104         879.0339         754.3905         444.1071          -8.3660        -586.9243         231.7820
     161        -845.5847        4360.9781         684.2139         875.7119         744.1118         432.8180          -8.3277        -588.0764         224.6754
     162        -845.5901        4360.9781         674.6545         869.5259         733.7809         420.6564          -5.4187        -588.6224         219.1197
     163        -845.5964        4360.9781         662.2562         862.2495         731.2008         393.3185         -16.8249        -594.1745         221.1065
     164        -845.6030        4360.9781         648.9486         855.5567         679.0366         412.2526          27.6826        -583.5155         182.1008
     165        -845.5995        4360.9781         631.7101         835.6103         827.2675         232.2528        -144.2223        -636.3022         304.4120
     166        -845.6117        4360.9781         629.5054         843.0287         662.6467         382.8409          25.7019        -588.5964         178.5543
     167        -845.6122        4360.9781         629.7393         843.0238         672.3362         373.8577          15.3292        -591.0305         185.8185
     168        -845.6127        4360.9781         630.4265         843.4521         688.9667         358.8608          -2.5058        -595.2734         197.9374
     169        -845.6128        4360.9781         631.8028         844.9263         707.0715         343.4107         -21.9882        -599.9918         210.3507
     170        -845.6128        4360.9781         631.8729         845.0919         706.2244         344.3021         -21.0920        -599.7800         209.6244
     171        -845.6129        4360.9781         632.0014         845.4050         704.6126         345.9865         -19.3602        -599.3683         208.2262
     172        -845.6129        4360.9781         632.1881         845.8557         702.3668         348.3418         -16.9622        -598.8011         206.2786
     173        -845.6130        4360.9781         632.4353         846.4130         699.7247         351.1682         -14.1021        -598.1263         203.9552
     174        -845.6130        4360.9781         632.7272         847.0514         696.9686         354.1618         -11.0852        -597.4171         201.4964
     175        -845.6132        4360.9781         633.0312         847.6976         694.4251         356.9708          -8.2612        -596.7493         199.1971
     176        -845.6132        4360.9781         633.3246         848.3017         692.4236         359.2484          -5.9730        -596.2134         197.3311
     177        -845.6133        4360.9781         633.6010         848.8600         691.1099         360.8330          -4.3539        -595.8332         196.0034
     178        -845.6134        4360.9781         633.8198         849.3009         690.8173         361.3411          -3.7993        -595.6995         195.5244
     179        -845.6136        4360.9781         633.9561         849.5884         691.8572         360.4225          -4.6576        -595.8979         196.1261
     180        -845.6139        4360.9781         633.9289         849.6717         694.1904         357.9247          -7.0181        -596.4603         197.8222
     181        -845.6142        4360.9781         633.7031         849.5753         697.3521         354.1821         -10.5451        -597.3008         200.2225
     182        -845.6145        4360.9781         633.2349         849.3856         700.1160         350.2032         -14.1137        -598.1797         202.3451
     183        -845.6149        4360.9781         632.4919         849.2094         700.7621         347.5042         -16.0545        -598.7026         202.8749
     184        -845.6155        4360.9781         631.4412         849.0156         698.1229         347.1849         -15.0361        -598.5606         200.9722
     185        -845.6161        4360.9781         630.0679         848.6205         692.6789         348.9044         -11.2196        -597.7825         197.1223
     186        -845.6169        4360.9781         628.3427         847.6523         687.6453         349.7303          -7.4964        -597.0311         193.9254
     187        -845.6179        4360.9781         626.2723         845.9769         686.9212         345.9189          -7.9499        -597.2782         194.2739
     188        -845.6190        4360.9781         623.9057         844.2108         690.0558         337.4504         -13.2618        -598.6494         197.4485
     189        -845.6204        4360.9781         621.4860         843.5971         689.6027         331.2580         -16.7407        -599.6638         197.3173
     190        -845.6222        4360.9781         618.7935         843.5579         680.9986         331.8239         -12.4463        -598.8768         191.3682
     191        -845.6243        4360.9781         614.9026         841.5370         675.2296         327.9411          -9.8992        -598.2875         189.3617
     192        -845.6268        4360.9781         609.4495         838.5897         677.2806         312.4780         -18.4810        -600.2877         193.1456
     193        -845.6300        4360.9781         603.5649         838.0878         663.0398         309.5670         -15.5010        -600.0743         183.9584
     194        -845.6337        4360.9781         596.4642         831.7695         660.3121         297.3109         -15.1902        -599.7491         187.6761
     195        -845.6382        4360.9781         588.9924         834.3022         648.8866         283.7885         -25.2242        -603.7083         174.6728
     196        -845.6432        4360.9781         578.2103         811.2166         645.8644         277.5500          -0.7324        -594.3962         200.0249
     197        -845.6469        4360.9781         570.5746         862.6171         613.4353         235.6716         -83.1764        -622.4370          99.4727
     198        -845.6500        4360.9781         567.6559         818.0749         631.5474         253.3455         -23.5993        -601.7397         177.0437
     199        -845.6479        4360.9781         568.5209         785.2218         646.8153         273.5255          31.0998        -581.2598         241.5405
     200        -845.6490        4360.9781         568.4117         794.1367         642.4756         268.6228          17.6215        -586.5980         223.8821
     201        -845.6503        4360.9781         568.5613         810.2392         635.0768         260.3678          -5.9669        -595.6155         193.1303
     202        -845.6505        4360.9781         569.2767         829.7896         626.8239         251.2165         -33.6506        -605.6371         157.6563
     203        -845.6505        4360.9781         569.2529         829.2713         627.0673         251.4199         -33.0194        -605.3829         158.6667
     204        -845.6505        4360.9781         569.2079         828.2584         627.5406         251.8248         -31.7915        -604.8911         160.6157
     205        -845.6506        4360.9781         569.1531         826.8544         628.2090         252.3958         -30.0619        -604.1943         163.3610
     206        -845.6506        4360.9781         569.0886         825.1502         629.0182         253.0975         -27.9495        -603.3386         166.6905
     207        -845.6508        4360.9781         569.0219         823.3101         629.8855         253.8703         -25.6291        -602.3981         170.3176
     208        -845.6508        4360.9781         568.9592         821.5106         630.7314         254.6355         -23.3207        -601.4567         173.8726
     209        -845.6509        4360.9781         568.9088         819.9628         631.4505         255.3130         -21.2660        -600.6181         176.9806
     210        -845.6509        4360.9781         568.8665         818.7114         632.0158         255.8723         -19.5236        -599.8985         179.4991
     211        -845.6511        4360.9781         568.8298         818.0112         632.2916         256.1867         -18.4152        -599.4299         180.9442
     212        -845.6512        4360.9781         568.7893         818.0798         632.1686         256.1194         -18.2484        -599.3391         180.8494
     213        -845.6514        4360.9781         568.7422         819.0820         631.5793         255.5653         -19.2534        -599.7039         178.9118
     214        -845.6516        4360.9781         568.6566         820.9644         630.5297         254.4755         -21.4654        -600.5281         175.1844
     215        -845.6519        4360.9781         568.4743         823.2976         629.2121         252.9131         -24.4970        -601.6257         170.4669
     216        -845.6521        4360.9781         568.1223         825.1778         628.0011         251.1879         -27.3217        -602.5733         166.4743
     217        -845.6526        4360.9781         567.5110         825.5189         627.3120         249.7020         -28.6205        -602.8707         165.2359
     218        -845.6531        4360.9781         566.5720         823.6643         627.2716         248.7800         -27.4573        -602.1758         167.8561
     219        -845.6537        4360.9781         565.3413         820.2737         627.4187         248.3315         -24.2296        -600.7164         173.0138
     220        -845.6544        4360.9781         563.9575         817.7147         626.6564         247.5013         -21.5461        -599.5715         176.0880
     221        -845.6553        4360.9781         562.5319         818.2559         624.2675         245.0724         -22.6243        -599.9249         172.7945
     222        -845.6564        4360.9781         561.0418         821.0663         621.2251         240.8340         -27.4189        -601.5546         165.2324
     223        -845.6577        4360.9781         559.2170         821.0751         619.8368         236.7393         -29.9408        -602.0273         163.6646
     224        -845.6593        4360.9781         556.7812         816.4856         619.3251         234.5329         -25.9611        -600.1493         170.6224
     225        -845.6613        4360.9781         553.7782         815.3403         615.0480         230.9463         -24.4357        -599.5178         168.7943
     226        -845.6637        4360.9781         549.9378         818.5095         609.3664         221.9375         -32.1270        -601.5530         157.8342
     227        -845.6665        4360.9781         544.9809         811.6694         607.4983         215.7750         -28.8114        -598.9669         168.1040
     228        -845.6700        4360.9781         540.2144         814.6584         596.5456         209.4392         -29.4851        -599.2348         153.9723
     229        -845.6741        4360.9781         534.1142         806.8623         603.6844         191.7959         -38.6120        -598.9446         170.9321
     230        -845.6784        4360.9781         529.0574         821.1142         558.5728         207.4851         -16.6400        -598.2676         115.7395
     231        -845.6786        4360.9781         516.1972         769.6875         671.2534         107.6506         -86.2769        -599.1797         270.2127
     232        -845.6848        4360.9781         519.0493         806.8267         573.6160         176.7050         -32.6443        -598.0039         146.1841
     233        -845.6849        4360.9781         519.3073         806.7456         575.4470         175.7294         -33.6512        -597.9741         147.9075
     234        -845.6850        4360.9781         519.8148         806.6970         578.6309         174.1166         -35.3940        -597.9273         150.8275
     235        -845.6851        4360.9781         520.5429         806.8875         582.2474         172.4939         -37.3396        -597.8749         153.9593
     236        -845.6852        4360.9781         521.4053         807.4997         585.1750         171.5410         -38.8567        -597.8292         156.1472
     237        -845.6854        4360.9781         522.2914         808.5734         586.5518         171.7490         -39.4506        -597.7885         156.5622
     238        -845.6856        4360.9781         523.0486         809.9974         586.0772         173.0712         -38.9780        -597.7471         155.0611
     239        -845.6859        4360.9781         523.5268         811.4625         584.1260         174.9918         -37.7166        -597.6856         152.2422
     240        -845.6862        4360.9781         523.5792         812.6136         581.3928         176.7312         -36.1287        -597.5942         149.0221
     241        -845.6865        4360.9781         522.9985         812.7988         579.3636         176.8331         -35.2467        -597.4349         147.2740
     242        -845.6871        4360.9781         521.6999         811.6063         579.3471         174.1464         -36.0050        -597.1841         148.4701
     243        -845.6877        4360.9781         519.9438         809.5190         580.9678         169.3445         -38.2630        -596.8827         151.8025
     244        -845.6885        4360.9781         518.2870         808.0446         581.2612         165.5553         -40.0128        -596.6092         153.3003
     245        -845.6894        4360.9781         517.2728         808.4138         577.9432         165.4615         -39.0895        -596.3886         149.9297
     246        -845.6906        4360.9781         516.8096         809.5302         574.5812         166.3172         -36.9282        -596.0778         145.8401
     247        -845.6921        4360.9781         515.8419         808.8267         577.0717         161.6273         -38.1953        -595.4050         148.3656
     248        -845.6938        4360.9781         513.9671         808.1906         578.1419         155.5689         -41.0747        -594.5975         149.8767
     249        -845.6960        4360.9781         511.1664         809.0950         568.7623         155.6418         -37.8505        -593.6370         141.4487
     250        -845.6986        4360.9781         506.6451         804.8444         571.4097         143.6812         -40.1935        -592.0930         147.7384
     251        -845.7018        4360.9781         503.9923         808.1928         559.4280         144.3561         -40.3622        -591.6035         133.9117
     252        -845.7054        4360.9781         498.7121         797.7390         577.8784         120.5188         -40.0613        -587.6132         160.5034
     253        -845.7084        4360.9781         498.1788         824.5188         509.0725         160.9452         -41.6586        -592.5588          69.0129
     254        -845.7102        4360.9781         493.9685         802.8052         556.5929         122.5073         -41.9191        -586.8577         136.3431
     255        -845.7092        4360.9781         492.1589         785.8197         601.0098          89.6470         -41.1131        -581.5974         195.5751
     256        -845.7097        4360.9781         492.6994         790.1237         590.5598          97.4147         -41.1093        -582.7827         181.2599
     257        -845.7104        4360.9781         493.8279         797.9172         572.2423         111.3239         -41.0985        -584.8736         155.9135
     258        -845.7107        4360.9781         495.4727         807.5421         550.7124         128.1636         -41.1048        -587.3214         125.7481
     259        -845.7107        4360.9781         495.4449         807.3666         551.1437         127.8243         -41.1270        -587.2623         126.3634
     260        -845.7107        4360.9781         495.3867         807.0194         551.9711         127.1697         -41.1654        -587.1475         127.5452
     261        -845.7107        4360.9781         495.3091         806.5366         553.1460         126.2447         -41.2242        -586.9808         129.2167
     262        -845.7107        4360.9781         495.2153         805.9604         554.5731         125.1124         -41.2968        -586.7837         131.2401
     263        -845.7108        4360.9781         495.1216         805.3324         556.1503         123.8821         -41.3705        -586.5608         133.4621
